image_name,tags
test_9630,partly_cloudy road primary agriculture
test_9631,road clear haze primary agriculture
test_9632,clear primary
test_9633,road clear habitation primary agriculture
test_9634,clear primary
test_9635,water clear primary
test_9636,clear primary
test_9637,water clear primary
test_9638,clear primary
test_9639,clear primary agriculture
test_9640,partly_cloudy primary
test_9641,clear primary
test_9642,clear primary
test_9643,road clear primary agriculture
test_9644,clear primary
test_9645,clear primary
test_9646,partly_cloudy primary agriculture
test_9647,clear primary
test_9648,clear primary
test_9649,clear cultivation primary
test_9650,clear primary agriculture
test_9651,partly_cloudy primary agriculture
test_9652,cloudy
test_9653,road clear primary agriculture
test_9654,road clear habitation primary agriculture
test_9655,partly_cloudy primary agriculture
test_9656,road clear primary agriculture
test_9657,haze primary
test_9658,haze primary
test_9659,road clear primary agriculture
test_9660,clear primary
test_9661,road water clear primary
test_9662,clear primary
test_9663,clear primary
test_9664,clear primary
test_9665,road clear primary agriculture
test_9666,road water clear primary
test_9667,clear primary
test_9668,clear primary
test_9669,haze primary
test_9670,partly_cloudy water primary
test_9671,road clear primary agriculture
test_9672,partly_cloudy water primary
test_9673,road clear habitation primary agriculture
test_9674,clear primary
test_9675,road clear primary agriculture
test_9676,water clear primary
test_9677,clear primary
test_9678,haze primary
test_9679,clear primary agriculture
test_9680,road clear habitation primary agriculture
test_9681,water clear primary
test_9682,road water clear primary
test_9683,road water clear primary
test_9684,road clear primary agriculture
test_9685,partly_cloudy primary
test_9686,
test_9687,clear primary
test_9688,clear primary
test_9689,partly_cloudy primary
test_9690,partly_cloudy road habitation primary agriculture
test_9691,water clear
test_9692,road clear primary agriculture
test_9693,clear primary
test_9694,road clear selective_logging primary
test_9695,road clear habitation primary agriculture
test_9696,partly_cloudy primary
test_9697,clear primary
test_9698,road water clear primary agriculture
test_9699,clear primary
test_9700,road water clear primary
test_9701,partly_cloudy road primary agriculture
test_9702,clear primary
test_9703,clear primary
test_9704,clear primary
test_9705,clear primary
test_9706,clear primary
test_9707,haze primary
test_9708,water clear artisinal_mine primary
test_9709,water clear primary
test_9710,clear primary
test_9711,clear primary
test_9712,clear primary
test_9713,clear primary
test_9714,partly_cloudy road primary agriculture
test_9715,clear primary
test_9716,partly_cloudy primary agriculture
test_9717,road water clear primary
test_9718,partly_cloudy primary agriculture
test_9719,clear primary
test_9720,road clear primary agriculture
test_9721,partly_cloudy primary agriculture
test_9722,partly_cloudy primary agriculture
test_9723,haze primary
test_9724,partly_cloudy road habitation primary agriculture
test_9725,road clear primary
test_9726,road clear habitation primary
test_9727,partly_cloudy road primary agriculture
test_9728,clear primary
test_9729,road clear cultivation primary agriculture
test_9730,clear primary
test_9731,clear cultivation primary agriculture
test_9732,road clear primary agriculture
test_9733,clear primary
test_9734,clear primary agriculture
test_9735,clear primary
test_9736,
test_9737,haze primary
test_9738,water clear primary
test_9739,clear primary
test_9740,partly_cloudy road primary agriculture
test_9741,clear primary
test_9742,road clear primary agriculture
test_9743,road clear primary agriculture
test_9744,clear primary
test_9745,clear primary
test_9746,partly_cloudy primary
test_9747,haze primary
test_9748,clear primary agriculture
test_9749,haze primary
test_9750,road clear primary agriculture
test_9751,clear primary
test_9752,clear primary
test_9753,clear primary
test_9754,partly_cloudy road cultivation primary agriculture
test_9755,partly_cloudy water primary
test_9756,clear primary
test_9757,partly_cloudy primary
test_9758,partly_cloudy cultivation primary agriculture
test_9759,clear primary
test_9760,partly_cloudy road primary agriculture
test_9761,water clear primary
test_9762,clear primary
test_9763,clear primary
test_9764,clear primary
test_9765,road clear primary agriculture
test_9766,partly_cloudy primary agriculture
test_9767,partly_cloudy primary
test_9768,clear primary
test_9769,clear primary agriculture
test_9770,cloudy
test_9771,clear primary
test_9772,cloudy
test_9773,partly_cloudy road water primary
test_9774,clear primary
test_9775,partly_cloudy water primary agriculture
test_9776,road clear habitation primary agriculture
test_9777,clear primary
test_9778,haze primary
test_9779,haze primary
test_9780,partly_cloudy road habitation primary agriculture
test_9781,clear primary
test_9782,road clear primary agriculture
test_9783,water haze primary
test_9784,partly_cloudy primary
test_9785,road clear primary agriculture
test_9786,road clear primary agriculture
test_9787,clear primary
test_9788,clear primary
test_9789,partly_cloudy primary agriculture
test_9790,partly_cloudy primary
test_9791,water clear primary
test_9792,haze primary
test_9793,partly_cloudy primary agriculture
test_9794,road water clear habitation artisinal_mine primary
test_9795,road clear habitation primary agriculture
test_9796,clear primary
test_9797,partly_cloudy cultivation primary agriculture
test_9798,clear primary
test_9799,clear primary
test_9800,clear primary agriculture
test_9801,road cultivation primary agriculture
test_9802,road water haze primary
test_9803,clear primary agriculture
test_9804,clear primary
test_9805,road clear primary agriculture
test_9806,partly_cloudy primary
test_9807,clear primary
test_9808,road water clear primary
test_9809,primary
test_9810,water clear primary
test_9811,clear primary
test_9812,road clear habitation primary agriculture
test_9813,clear primary agriculture
test_9814,clear primary
test_9815,clear primary
test_9816,haze primary
test_9817,clear primary agriculture
test_9818,water haze primary agriculture
test_9819,clear primary
test_9820,water clear primary
test_9821,partly_cloudy primary
test_9822,clear primary
test_9823,road clear habitation primary agriculture
test_9824,partly_cloudy road primary agriculture
test_9825,clear primary
test_9826,partly_cloudy cultivation primary agriculture
test_9827,water haze primary
test_9828,road clear primary agriculture
test_9829,road clear primary agriculture
test_9830,clear primary
test_9831,clear primary
test_9832,road water clear primary
test_9833,partly_cloudy primary
test_9834,clear primary agriculture
test_9835,clear cultivation primary agriculture
test_9836,haze primary
test_9837,clear primary
test_9838,clear primary
test_9839,partly_cloudy primary
test_9840,road clear primary agriculture
test_9841,partly_cloudy primary
test_9842,clear primary
test_9843,cloudy
test_9844,clear primary
test_9845,road primary agriculture
test_9846,road water clear primary
test_9847,haze primary
test_9848,clear primary
test_9849,water haze primary
test_9850,clear primary
test_9851,road water clear primary
test_9852,water clear primary
test_9853,clear primary agriculture
test_9854,clear primary
test_9855,partly_cloudy water primary agriculture
test_9856,clear primary
test_9857,clear primary
test_9858,road clear primary agriculture
test_9859,cloudy
test_9860,
test_9861,partly_cloudy primary agriculture
test_9862,partly_cloudy primary
test_9863,clear primary
test_9864,road water clear primary agriculture
test_9865,clear cultivation primary agriculture
test_9866,clear primary agriculture
test_9867,road clear primary agriculture
test_9868,road clear habitation primary agriculture
test_9869,clear primary
test_9870,partly_cloudy cultivation primary agriculture
test_9871,partly_cloudy primary
test_9872,clear primary
test_9873,road water clear primary
test_9874,clear primary
test_9875,partly_cloudy cultivation primary
test_9876,road water clear primary agriculture
test_9877,clear primary
test_9878,haze primary
test_9879,clear primary
test_9880,clear primary
test_9881,partly_cloudy primary
test_9882,road clear habitation primary agriculture
test_9883,clear primary
test_9884,clear primary
test_9885,clear primary
test_9886,clear primary
test_9887,road clear primary agriculture
test_9888,clear primary
test_9889,clear primary
test_9890,road clear cultivation primary agriculture
test_9891,water clear primary agriculture
test_9892,partly_cloudy water primary agriculture
test_9893,clear primary
test_9894,partly_cloudy primary
test_9895,partly_cloudy primary
test_9896,haze primary
test_9897,road clear primary agriculture
test_9898,road clear habitation primary
test_9899,clear primary
test_9900,partly_cloudy water primary agriculture
test_9901,clear primary
test_9902,partly_cloudy primary
test_9903,partly_cloudy road primary agriculture
test_9904,clear primary
test_9905,clear primary agriculture
test_9906,road clear habitation primary agriculture
test_9907,road clear habitation primary agriculture
test_9908,clear cultivation primary agriculture
test_9909,partly_cloudy road habitation primary agriculture
test_9910,clear primary
test_9911,road clear primary agriculture
test_9912,haze primary agriculture
test_9913,road clear primary agriculture
test_9914,clear primary
test_9915,clear primary agriculture
test_9916,partly_cloudy primary
test_9917,clear primary
test_9918,road clear primary agriculture
test_9919,clear primary
test_9920,haze primary
test_9921,partly_cloudy primary agriculture
test_9922,water haze primary
test_9923,road haze primary agriculture
test_9924,clear primary
test_9925,clear primary agriculture
test_9926,clear primary
test_9927,clear primary
test_9928,clear primary
test_9929,road clear primary agriculture
test_9930,partly_cloudy primary
test_9931,haze primary
test_9932,clear primary
test_9933,road clear primary agriculture
test_9934,clear cultivation primary agriculture
test_9935,clear primary
test_9936,road clear primary agriculture
test_9937,clear primary
test_9938,clear cultivation primary agriculture
